Year,MSHA ID,Mine Name,Mine State,Mine County,Mine Status,Mine Type,Company Type,Operation Type,Operating Company,Operating Company Address,Union Code,Coal Supply Region,Production (short tons),Average Employees,Labor Hours
2014,1518647,Clover Fork No 1,Kentucky (East),Harlan,Active,Underground,Operating Subsidiary,Mine only,Lone Mountain Processing Inc,"Drawer C, St. Charles, VA 24282",,Appalachia Central,944302,131,325098
2014,1518869,Cvb No 1,Kentucky (East),Harlan,Active,Underground,Indepedent Producer Operator,Mine only,Rex Coal Company Inc,"51 Grays Branch Road, Grays Knob, KY 40829",,Appalachia Central,220129,45,122581
2014,1519215,Infinity #2,Kentucky (East),Harlan,Active,Surface,Indepedent Producer Operator,Mine only,Infinity Energy Incorporated,"302 S Jefferson St., Suite 400, Roanoke, VA 24011",,Appalachia Central,2219,3,3658
2014,1519260,No D-5a Mine,Kentucky (East),Harlan,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,"Hubble Mining Company, Llc.","P.O. Box 269, Grays Knob, KY 40829",,Appalachia Central,184864,41,103561
2014,1519418,Cloverlick # 3 Mine,Kentucky (East),Harlan,Active,Underground,Indepedent Producer Operator,Mine only,Jarisa Inc.,"P.O. Box 536, Neon, KY 41840",,Appalachia Central,182536,36,77250
2014,1519426,Ky No 6,Kentucky (East),Harlan,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Straight Creek Coal Mining, In","P.O. Box 117, Stoney Fork, KY 40988",,Appalachia Central,221300,44,112632
2014,1519525,Highsplint #1,Kentucky (East),Harlan,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Robert Clear Coal Corporation,"P.O. Box 1385, Lafollette, TN 37766",,Appalachia Central,75675,16,33862
2014,1519549,Pathfork,Kentucky (East),Harlan,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Nally & Hamilton Enterprises,","P.O. Box 157, Bardstown, KY 40004",,Appalachia Central,560,6,3582
2014,1519645,Ky No.7,Kentucky (East),Harlan,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Straight Creek Coal Mining, In","P.O. Box 117, Stoney Fork, KY 40988",,Appalachia Central,320119,48,110806
2014,1519737,D-5,Kentucky (East),Harlan,Active,Underground,Indepedent Producer Operator,Mine only,"Revelation Energy, Llc","76 George Road, Betsy Layne, KY 41605",,Appalachia Central,10637,11,13500
2014,1502013,East Volunteer,Kentucky (West),Hopkins,Active,Underground,Operating Subsidiary,Preparation Plant,Hopkins County Coal Llc,"35 Frank Cox Rd, Madisonville, KY 42431",,Illinois Basin,0,39,101404
2014,1502132,Dotiki Mine,Kentucky (West),Hopkins,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Webster County Coal Llc,"4611 State Route 270w, Clay, KY 42404",,Illinois Basin,3914010,367,968333
2014,1514335,Warrior Preparation Plant,Kentucky (West),Hopkins,Active,Underground,Operating Subsidiary,Preparation Plant,"Warrior Coal, Llc","57 J.E. Ellis Road, Madisonville, KY 42431",,Illinois Basin,0,41,122937
2014,1517216,Cardinal,Kentucky (West),Hopkins,Active,Underground,Operating Subsidiary,Mine only,Warrior Coal Llc,"57 J.E. Ellis Road, Madisonville, KY 42431",,Illinois Basin,4503914,461,1221571
2014,1517232,Richland No 9,Kentucky (West),Hopkins,Permanently abandoned,Underground,Operating Subsidiary,Mine only,Warrior Coal Llc.,"57 J.E. Ellis Road, Madisonville, KY 42431",,Illinois Basin,584014,72,196398
2014,1518826,Elk Creek Mine,Kentucky (West),Hopkins,Active,Underground,Operating Subsidiary,Mine only,Hopkins County Coal Llc,"35 Frank Cox Road, Madisonville, KY 42431",,Illinois Basin,2992895,357,928735
2014,1515851,Mine No 1,Kentucky (East),Johnson,Active,Surface,Indepedent Producer Operator,Mine only,Jordan Construction,"15810 Hwy 32, Blaine, KY 41124",,Appalachia Central,5415,2,1571
2014,1517059,Prep Plant # 1,Kentucky (East),Johnson,"Active, men working, not producing",Surface,Indepedent Producer Operator,Preparation Plant,Beech Fork Processing Inc,"P.O. Box 190, Lovely, KY 41231",,Appalachia Central,0,16,42587
2014,1517059,Prep Plant # 1,Kentucky (East),Johnson,"Active, men working, not producing",Underground,Indepedent Producer Operator,Preparation Plant,Beech Fork Processing Inc,"P.O. Box 190, Lovely, KY 41231",,Appalachia Central,0,11,28391
2014,1519548,Surface #4,Kentucky (East),Johnson,Active,Surface,Indepedent Producer Operator,Mine only,Mine Rite Coal Co Inc,"190 Ky Rt 689 E, Flat Gap, KY 41219",,Appalachia Central,60195,12,30053
2014,1519678,No. 4,Kentucky (East),Johnson,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Blackstone Coal Company, Llc","445 River Bend Way, Grayson, KY 41143",,Appalachia Central,106288,16,39146
2014,1519748,Jf Aml Stabilization And Recla,Kentucky (East),Johnson,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Jigsaw Enterprises, Llc","P.O. Box 2096, Pikeville, KY 41502",,Appalachia Central,31461,16,12591
2014,1517021,Jones Fork Plant,Kentucky (East),Knott,"Active, men working, not producing",Surface,Indepedent Producer Operator,Preparation Plant,Kentucky Fuel Corporation,"P.O. Box 235, Ivel, KY 41642",,Appalachia Central,0,10,19637
2014,1517021,Jones Fork Plant,Kentucky (East),Knott,"Active, men working, not producing",Underground,Indepedent Producer Operator,Preparation Plant,Kentucky Fuel Corporation,"P.O. Box 235, Ivel, KY 41642",,Appalachia Central,0,9,19636
2014,1517497,No. 68,Kentucky (East),Knott,Active,Underground,Indepedent Producer Operator,Mine only,Blue Diamond Coal Company,"1021 Tori Drive, Hazard, KY 41701",,Appalachia Central,484961,104,246248
2014,1517697,T-10 Sunny-Knott,Kentucky (East),Knott,Temporarily closed,Surface,Indepedent Producer Operator,Preparation Plant,"Revelation Energy, Llc.","76 George Rd, Betsy Lane, KY 41605",,Appalachia Central,0,2,3872
2014,1517697,T-10 Sunny-Knott,Kentucky (East),Knott,Temporarily closed,Underground,Indepedent Producer Operator,Preparation Plant,"Revelation Energy, Llc.","76 George Rd, Betsy Lane, KY 41605",,Appalachia Central,0,2,3871
2014,1517724,Raven Prep Plant,Kentucky (East),Knott,"Active, men working, not producing",Surface,Indepedent Producer Operator,Preparation Plant,Icg Knott County Llc,"P.O. Box 102, Kite, KY 41828",,Appalachia Central,0,6,8160
2014,1519116,Mine #9a,Kentucky (East),Knott,Active,Underground,Operating Subsidiary,Mine only,Enterprise Mining Company Llc,"5703 Crutchfield Drive, Norton, VA 24273",,Appalachia Central,1160794,117,274472
2014,1519315,Yellow Mtn Surface Mine,Kentucky (East),Knott,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Kentucky Fuel Corporation,"20475 Us 23, Louisa, KY 41230",,Appalachia Central,66560,37,70136
2014,1519400,No. 88,Kentucky (East),Knott,Active,Underground,Indepedent Producer Operator,Mine only,Blue Diamond Coal Company,"1021 Tori Drive, Hazard, KY 41701",,Appalachia Central,243201,41,90884
2014,1519416,Bearville,Kentucky (East),Knott,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,Pine Branch Mining Llc,"3228 Summit Square Place, Suit, Lexington, KY 40509",,Appalachia Central,217015,15,48347
2014,1519437,S-14 Trace Fork,Kentucky (East),Knott,Active,Surface,Indepedent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Standville, KY 41659",,Appalachia Central,81212,35,24345
2014,1519559,No. 2 Mine,Kentucky (East),Knott,Temporarily closed,Underground,Indepedent Producer Operator,Mine only,"Samuel Coal Co., Inc.","13186 Hwy. 7 South, Kite, KY 41828",,Appalachia Central,68634,19,40304
2014,1519586,Hwm Ms0002,Kentucky (East),Knott,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,Kentucky Fuel Corporation,"302 S Jefferson St Ste 400, Roanoke, VA 24011",,Appalachia Central,71461,20,25582
2014,1519743,Surface Mine 1,Kentucky (East),Knott,Active,Surface,Indepedent Producer Operator,Mine only,"Black Pearl Resources, Llc.","5359 Collins Highway, Pikeville, KY 41501",,Appalachia Central,10703,6,9200
2014,4609151,#46 (Yellow Creek),Kentucky (East),Knott,Active,Surface,Indepedent Producer Operator,Mine only,Bundy Auger Mining Inc,"2005 Webster Rd, Summersville, WV 26651",,Appalachia Central,149904,10,24009
2014,1511319,Ahm Tipple,Kentucky (East),Knox,"Active, men working, not producing",Surface,Indepedent Producer Operator,Preparation Plant,"American Highwall Mining, Llc","200 Allison Blvd, Corbin, KY 40701",,Appalachia Central,0,7,8001
2014,1517691,Mine #3,Kentucky (East),Knox,Active,Underground,Indepedent Producer Operator,Mine only,Alden Resources Llc,"332  W Cumberland Gap Pkwy, Corbin, KY 40701",,Appalachia Central,38138,51,114601
2014,1518426,Mine #5,Kentucky (East),Knox,Active,Underground,Indepedent Producer Operator,Mine only,Knox Operating Llc.,"788 Bailey Switch Rd., Bluefield, VA 24605",,Appalachia Central,170,3,814
2014,1519187,Shm-10 (Maple Creek),Kentucky (East),Knox,Active,Surface,Indepedent Producer Operator,Mine only,Contract Highwall Mining Llc,"P.O. Box 249, Stanville, KY 41659",,Appalachia Central,152572,9,19168
2014,1519324,Mountainside Wash Plant,Kentucky (East),Knox,Active,Surface,Indepedent Producer Operator,Preparation Plant,Mountainside Coal Company Inc,"7692 So. Hwy 25w, Williamsburg, KY 40769",,Appalachia Central,0,16,37292
2014,1519387,Logan Hollow #1,Kentucky (East),Knox,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,Alden Resources Llc,"332 W Cumberland Gap Pkwy, Corbin, KY 40701",,Appalachia Central,22387,9,17068
2014,1519486,"Davex Energy, Llc #1",Kentucky (East),Knox,Active,Underground,Indepedent Producer Operator,Mine only,"Davex  Energy, Llc","P.O. Box 856, Jellico, TN 37762",,Appalachia Central,8545,8,7346
2014,1519606,M-119 (Flat Creek),Kentucky (East),Knox,Active,Surface,Indepedent Producer Operator,Mine only,"Contract Highwall Mining, Llc","4978 Teays Valley Road, Scott Depot, WV 25560",,Appalachia Central,36654,7,11771
2014,1519611,Tinsley Branch,Kentucky (East),Knox,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Nally & Hamilton Enterprises I,"P.O. Box 157, Bardstown, KY 40004",,Appalachia Central,127634,30,81695
2014,1519627,Flag Ridge Job,Kentucky (East),Knox,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Mountainside Coal Company,"7692 S. Hwy 25w, Williamsburg, KY 40769",,Appalachia Central,176736,34,83016
2014,1519696,Flat Creek Mine,Kentucky (East),Knox,Active,Surface,Indepedent Producer Operator,Mine only,"Mountainside Coal Co., Inc.","7692 S. Hwy 25w, Williamsburg, KY 40769",,Appalachia Central,2261,22,10118
2014,1507305,Honey Hole Llc,Kentucky (East),Laurel,Active,Surface,Indepedent Producer Operator,Preparation Plant,Honey Hole Llc,"3105 Eberle Road, Mckee, KY 40447",,Appalachia Central,0,3,4083
2014,1507305,Honey Hole Llc,Kentucky (East),Laurel,Active,Underground,Indepedent Producer Operator,Preparation Plant,Honey Hole Llc,"3105 Eberle Road, Mckee, KY 40447",,Appalachia Central,0,2,4082
2014,1519740,Old Way#1,Kentucky (East),Laurel,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Acpky1,llc","309 Kite Hollow, Meally, KY 41234",,Appalachia Central,8191,8,10501
2014,1519762,Oam #19,Kentucky (East),Laurel,Active,Surface,Indepedent Producer Operator,Mine only,Orr Auger Mining Llc,"P.O. Box 3234, London, KY 40743",,Appalachia Central,933,2,320
2014,4407085,Ghm #37,Kentucky (East),Laurel,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Green Hill Mining, Inc.","P.O. Box 760, London, KY 40743",,Appalachia Central,10340,2,1589
2014,1510789,Colona Synfuel,Kentucky (East),Lawrence,"Active, men working, not producing",Surface,Operating Subsidiary,Preparation Plant,Kanawha River Terminals Llc,"100 Main & River Street, Ceredo, WV 25507",,Appalachia Central,0,3,6954
2014,1510789,Colona Synfuel,Kentucky (East),Lawrence,"Active, men working, not producing",Underground,Operating Subsidiary,Preparation Plant,Kanawha River Terminals Llc,"100 Main & River Street, Ceredo, WV 25507",,Appalachia Central,0,1,1738
2014,1513418,Dredge #1,Kentucky (East),Lawrence,Active,Surface,Indepedent Producer Operator,Mine only,Big Sandy Resources Inc,"31 Emerald Lane, Louisa, KY 41230",,Appalachia Central,4790,6,5532
2014,1516580,Auger Mine No 6,Kentucky (East),Lawrence,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,B & H Coal Co Inc,"P.O. Box 221, Jackson, KY 41339",,Appalachia Central,1762,3,685
2014,1518691,No. 41 Auger S/N 41,Kentucky (East),Lawrence,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,"K-Jac Energy, Inc.","P.O. Box 1384, Paintsville, KY 41240",,Appalachia Central,1000,3,328
2014,1518829,Cam Creek Mine,Kentucky (East),Lawrence,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Kentucky Energy Llc,"P.O. Box 249, Stanville, KY 41659",,Appalachia Central,56374,14,30201
2014,1519467,Mine No. 3,Kentucky (East),Lawrence,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Roadway Unlimited Llc,"28729 Amber Lea Lane, Catlettsburg, KY 41230",,Appalachia Central,79653,15,33217
2014,1519509,No 7,Kentucky (East),Lawrence,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,Coalburg Enterprises Inc,"P.O. Box 190, Lovely, KY 41231",,Appalachia Central,358355,49,110722
2014,1519609,Ridgeline Coal Llc Job #4,Kentucky (East),Lawrence,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,Ridgeline Coal Llc,"853 Crestwood Drive, Prestonsburg, KY 41653",,Appalachia Central,84557,12,26628
2014,1519660,No. 7,Kentucky (East),Lawrence,Active,Surface,Indepedent Producer Operator,Mine only,Mayo Resources Inc,"P.O. Box 190, Lovely, KY 41231",,Appalachia Central,193383,36,90741
2014,1519363,"Jmeg Mine, Llc",Kentucky (East),Lee,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,"Jmeg Mine, Llc","631 200b Brawley School Road, Mooresville, NC 28117",,Appalachia Central,1869,3,320
2014,1512753,Calvary No 81,Kentucky (East),Leslie,Active,Underground,Indepedent Producer Operator,Mine only,Blue Diamond Coal Co,"P.O. Box 47, Slemp, KY 41763",,Appalachia Central,407468,112,240664
2014,1516098,P-4 Beechfork,Kentucky (East),Leslie,Active,Underground,Operating Subsidiary,Preparation Plant,"Revelation Energy, Llc","P.O. Box 349, Bledsoe, KY 40810",,Appalachia Central,0,9,17066
2014,1517746,Thunder Ridge Mine,Kentucky (East),Leslie,Active,Surface,Indepedent Producer Operator,Mine only,Pine Branch Mining Llc,"1021 Tori Drive, Hazard, KY 41701",,Appalachia Central,272976,34,74770
2014,1518376,D-2 Beechfork,Kentucky (East),Leslie,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,"Revelation Energy, Llc","Route 2008 Box 351-A, Big Laurel, KY 40808",,Appalachia Central,75640,37,75821
2014,1519008,Owls Nest Job #8,Kentucky (East),Leslie,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,B & W Resources Inc,"P.O. Box 249, Stanville, KY 41659",,Appalachia Central,57886,11,29719
2014,1519301,Bear Branch,Kentucky (East),Leslie,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,Nally & Hamilton Enterprises I,"P.O. Box 157, Bardstown, KY 40004",,Appalachia Central,168468,27,74457
2014,1519384,D-3 Oldhouse,Kentucky (East),Leslie,Active,Underground,Indepedent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 349, Bledsoe, KY 40810",,Appalachia Central,126609,38,80712
2014,1519441,Aces Branch Mine #9,Kentucky (East),Leslie,Active,Surface,Indepedent Producer Operator,Mine only,B & W Resources Inc,"300 Liperote Way, London, KY 40741",,Appalachia Central,159940,13,29512
2014,1511121,Roxana Prep Plant,Kentucky (East),Letcher,Active,Underground,Operating Subsidiary,Preparation Plant,Enterprise Mining Company Llc,"5703 Crutchfield Dr, Norton, VA 24273",,Appalachia Central,0,35,63779
2014,1512914,Sapphire Prep Plant,Kentucky (East),Letcher,"Active, men working, not producing",Surface,Indepedent Producer Operator,Preparation Plant,Sapphire Coal Company,"1073 Riverview St, Grundy, VA 24614",,Appalachia Central,0,2,3459
2014,1512914,Sapphire Prep Plant,Kentucky (East),Letcher,"Active, men working, not producing",Underground,Indepedent Producer Operator,Preparation Plant,Sapphire Coal Company,"1073 Riverview St, Grundy, VA 24614",,Appalachia Central,0,2,3458
2014,1516577,Mill Creek Prep Plant,Kentucky (East),Letcher,Active,Surface,Operating Subsidiary,Preparation Plant,Deane Mining Llc,"P.O. Box 1169, Pikeville, KY 41502",,Appalachia Central,0,2,6235
2014,1516577,Mill Creek Prep Plant,Kentucky (East),Letcher,Active,Underground,Operating Subsidiary,Preparation Plant,Deane Mining Llc,"P.O. Box 1169, Pikeville, KY 41502",,Appalachia Central,0,15,50447
2014,1517965,S-6 Little Creek,Kentucky (East),Letcher,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Revelation Energy Llc,"76 George Road, Stanville, KY 41659",,Appalachia Central,345297,31,95895
2014,1517993,#7,Kentucky (East),Letcher,Active,Underground,Contractor,Mine only,Cheyenne Elkhorn Coal Co Inc,"5363 Collins Hwy, Pikeville, KY 41501",,Appalachia Central,86735,19,49338
2014,1518481,Sandlick No. 1,Kentucky (East),Letcher,Active,Surface,Indepedent Producer Operator,Mine only,"Halco Services, Llc","282 Straight Fork Rd, Cornettsville, KY 41731",,Appalachia Central,17080,5,6350
2014,1518566,Auger Mine No 35,Kentucky (East),Letcher,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,B & H Coal Co Inc,"P.O. Box 221, Jackson, KY 41339",,Appalachia Central,6586,2,2449
2014,1518732,Mine No 5,Kentucky (East),Letcher,Permanently abandoned,Underground,Operating Subsidiary,Mine only,North Fork Coal Corporation,"P.O. Box 527, Benham, KY 40807",,Appalachia Central,380245,59,132433
2014,1518988,Red Fox,Kentucky (East),Letcher,Active,Surface,Indepedent Producer Operator,Mine only,"H & D Coal Co., Inc.","P.O. Box 490, Whitesburg, KY 41858",,Appalachia Central,39897,24,44586
2014,1519181,H-4,Kentucky (East),Letcher,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,254347,7,23044
2014,1519327,Mine #2,Kentucky (East),Letcher,Active,Underground,Contractor,Mine only,"Clark Mining, Inc","P.O. Box 551, Cumberland, KY 40823",,Appalachia Central,44558,17,37460
